id,plan_id,day_of_week,meal_type,name,ingredients,preparation
207,23,Jueves,Cena,"SANDWICH TOSTADO DE JAMÓN DE PAVO Y QUESO CON PEPINITOS","🍞 2 rebanadas de pan integral 🍖 2 rebanadas de jamón de pavo bajo en sodio 🧀 1 rebanada de queso tipo manchego bajo en grasa 🥒 ½ taza de pepino en rodajas 🫙 1 cdita de mostaza (opcional)","Arma el sándwich, dóralo en sartén tapado. Acompaña con pepinitos frescos con limón."
208,23,Viernes,Desayuno,"TORTILLA DE PAPA LIGHT CON VERDURITAS","🥚 2 huevos + 1 clara 🥔 ½ taza de papa cocida en cubos pequeños 🧅 1 cda de cebolla 🫑 ¼ taza de pimiento en tiras 🫙 1 cdita de aceite de oliva","Sofríe la papa con verduritas. Agrega los huevos batidos y cocina a fuego bajo hasta que cuaje."
209,23,Viernes,Comida,"ENSALADA DE ATÚN OTOÑAL CON GARBANZOS Y ACEITUNAS","🐟 1 lata y media de atún en agua, escurrida 🫒 6 aceitunas en rodajas 🫘 ½ taza de garbanzos cocidos 🥬 1 taza de mezcla de lechugas 🍅 ¼ taza de jitomate picado 🧅 1 cda de cebolla 🫙 1 cdita de aceite de oliva + jugo de limón","Mezcla todo, sirve fresco. Puedes calentar ligeramente los garbanzos y atún si prefieres tibio. AVENA DE POSTRE CON PLÁTANO Y NUECES 🌾 1/3 taza avena cocida en agua 🍌 1/4 plátano en rodajas 🌰 1 cdita nuez picada 🌿 Canela al gusto 👉 Prepara la avena, decora con plátano, nuez y canela. Sabe a pastel caliente."
210,23,"Sábado",Desayuno,"PAN FRANCÉS LIGERO CON FRUTA DE TEM- PORADA","🍞 2 rebanada de pan integral remojada en 1 huevo batido con canela 🍎 ½ manzana o pera en rebanadas 🍯 1 cdita de miel o yogurt sin azúcar para acompañar 🫙 1 cdita de aceite de oliva o mantequilla light","Dora el pan en sartén con un poco de aceite. Sirve con frutita fresca encima y un toque de miel."
211,23,"Sábado",Comida,"SOPA CALIENTITA DE VERDURAS CON POLLO DESHEBRADO","🥕 ½ taza de zanahoria en cubos 🍠 ½ taza de chayote o calabaza 🌽 ¼ taza de granos de elote 🍗 1 3 0 gr de pollo deshebrado cocido 🧄 1 diente de ajo 🧅 1 cda de cebolla 🫙 3 tazas de agua 🧂 Sal, pimienta, orégano","Sofríe ajo y cebolla, agrega las verduras y el agua. Hierve hasta que estén suaves. Agrega el pollo y cocina 5 minutos más. Sirve calientito. 🫑 FAJITAS CLÁSICAS DE SIRLOIN CON PIMIENTOS 21 0   g sirloin en tiras ¼ taza pimiento rojo y verde ¼ taza cebolla 2 tortillas de maíz 👉 Saltea la carne con verduras y sirve en tortillas. Acompaña con salsa verde. Colaciones 11:00 - 12:00 am / 05:00 - 06:00 PM (NO REPETIR EN EL MISMO DIA) 2 veces al día entre las comidas principales, elegir de las siguientes opciones SALSA ROJA 4 tomates medianos maduros 1 cebolla blanca mediana, picada finamente 2 dientes de ajo, picados finamente 1 chile serrano o jalapeño, picado finamente (opcional, para un toque picante) 1 cucharada de aceite de oliva o vegetal Sal al gusto Pimienta al gusto Hojas de cilantro fresco picado (opcio- nal, para decorar)(Rinde 2 - 3 porciones) Medidas 1 taza (tz) = 240ml 1 cucharada (cda) = 15ml 1 cucharadita (Cdita) = 5mL Opci ó n 1 Opci ó n 2 Opci ó n 3 Opci ó n 4 🍌 Medio pl á tano con canela y almendras ½ pl á tano + 4 almendras fileteadas + espolvoreado de canela 🧊 Smoothie mini de frutos rojos ½ taza de frutos rojos + ½ taza de agua + hielos 🥭 Mango con chilito ½ taza de mango en cubos + ½ cdita de Taj í n 🥥 Coco rallado con yogurt natural ½ taza de yogurt natural bajo en grasa + 1 cucharadita de coco rallado Opci ó n 5 Opci ó n 6 Opci ó n 7 Opci ó n 8 🍉 1 taza de sand í a en cuadritos S ú per hidratante y ligera 💧 🍉 🍍 1 taza de pi ñ a en cubitos Refrescante, digestiva y dulce 🍍 ✨ 🥒 Pepinos con chilito y lim ó n 1 taza de pepino en tiras + 1 cdita de chilito en polvo + jugo de lim ó n 🍿 1 taza de palomitas naturales Hechas en aire o sart é n sin mantequilla SMOOTHIES POR LA MAÑANA en vez de desayuno o jugo s verdes para acom- pañar tu desayuno o de colacion 🥒 🍍 Jugo Verde Tropical"
212,24,Lunes,Desayuno,"TACOS DE HUEVO CON NOPALITOS Y QUESITO","🥚 2 huevos + 1 clara 🌵 ½ taza de nopales cocidos 🧀 ¼ taza de queso panela en cubitos 🌮 2 tortillas de maíz 🧂 Sal y pimienta al gusto 🫙 1 cdita de aceite de oliva","En sartén, sofríe los nopales en el aceite. Agrega los huevos batidos y cocina. Añade queso al final y mezcla. Sirve en las tortillas calientes."
213,24,Lunes,Comida,"ENSALADA TEMPLADA DE POLLO Y ACEITUNAS","🍗 1 8 0 gr de pechuga de pollo deshebrada (asada o cocida) 🫒 6 aceitunas partidas a la mitad 🍅 ½ taza de jitomate cherry 🥬 1 taza de espinaca baby o lechuga romana 🧅 ¼ taza de cebolla morada fileteada 🫙 1 cdita de aceite de oliva 🍋 Jugo de ½ limón 🌽 ¼ taza de granos de elote cocido","Mezcla todos los ingredientes y calienta ligeramente la pechuga con el elote. Agrega la mezcla tibia sobre la cama de hojas verdes y jitomate. Adereza con limón y aceite de oliva."
214,24,Lunes,Cena,"TOSTADAS DE ATÚN CON AGUACATE Y PICO DE GALLO","🐟 1 lata de atún en agua, escurrida 🥑 ¼ de aguacate 🌮 2 tostadas horneadas de maíz 🍅 ¼ taza de jitomate picado 🧅 2 cdas de cebolla 🌿 Cilantro al gusto 🍋 Limón, sal y pimienta","Mezcla el atún con el aguacate y condimenta. Haz pico de gallo (jitomate, cebolla, cilantro y limón). Sirve sobre las tostadas."
215,24,Martes,Desayuno,"MOLLETES LIGEROS CON AGUACATE Y QUESITO","🥖 1 bolillo integral partido a la mitad (sin migajón) 🥑 ¼ de aguacate 🧀 ¼ taza de queso panela rallado 🫘 3 cdas de frijoles refritos (sin grasa añadida) 🫙 1 cdita de aceite de oliva","Unta frijoles en el pan, pon el queso y calienta en sar- tén tapado. Agrega el aguacate encima al final."
216,24,Martes,Comida,"FAJITAS DE RES CON VERDURITAS Y ARROZ INTEGRAL","🥩 1 7 0 gr de carne de res magra en fajitas 🌶 ½ taza de pimiento morrón 🧅 ¼ taza de cebolla 🍚 ½ taza de arroz integral cocido 🧄 1 diente de ajo 🫙 1 cdita de aceite de oliva 🌿 Especias al gusto (orégano, comino)","Sofríe ajo, cebolla y pimientos, luego añade carne y especias. Acompaña con el arroz."
217,24,Martes,Cena,"QUESADILLAS DORADITAS DE CALABACITA Y QUESO","🌮 2 tortillas de maíz 🧀 ¼ taza de queso Oaxaca 🥒 ½ taza de calabacita rallada 🧅 1 cda de cebolla picada 🫙 1 cdita de aceite de oliva","Sofríe la calabacita y cebolla en aceite. Arma las quesadillas y dóralas en sartén."
218,24,"Miércoles",Desayuno,"CHILAQUILES LIGEROS EN SALSA ROJA CON QUESO","🌮 3 tortillas de maíz (cortadas y tostadas) 🍅 ¾ taza de salsa roja casera (jitomate, ajo, cebolla, chile guajillo) 🧀 ¼ taza de queso fresco 🧅 1 cda de cebolla picada 🫙 1 cdita de aceite de oliva","Calienta la salsa y agrega los totopos. Sirve con queso y cebolla."
219,24,"Miércoles",Comida,"TACOS DE POLLO AL PASTOR CON PIÑA","🌮 3 tortillas de maíz 🍗 1 8 0 gr de pechuga de pollo en tiras 🍍 ¼ taza de piña en cubos 🌶 Achiote o chile guajillo molido (1 cdita) 🧅 1 cda de cebolla 🌿 Cilantro 🫙 1 cdita de aceite","Marina el pollo con achiote y cocina en sartén con piña y cebolla. Sirve en tacos con cilantro."
220,24,"Miércoles",Cena,"ENFRIJOLADAS CON QUESO Y PICO DE GALLO","🌮 2 tortillas de maíz 🫘 ½ taza de frijoles cocidos y machacados 🧀 ¼ taza de queso panela 🍅 Pico de gallo al gusto 🫙 1 cdita de aceite de oliva","Calienta los frijoles, baña las tortillas y dobla. Añade queso encima y acompaña con pico. Nombre CAMERINO JOSE GOMEZ"
221,24,Jueves,Desayuno,"HUEVOS A LA MEXICANA CON TORTILLITAS","🥚 2 huevos + 1 clara 🍅 ¼ taza de jitomate picado 🧅 2 cdas de cebolla 🌶 1 cda de chile serrano (opcional) 🌮 2 tortillas de maíz 🫙 1 cdita de aceite de oliva 🧂 Sal al gusto","Sofríe jitomate, cebolla y chile. Añade los huevos batidos y cocina. Sirve con tortillas calientitas."
222,24,Jueves,Comida,"GUISADO DE CALABAZA CON CARNE MOLIDA Y NOPALES","🥩 1 7 0 gr de carne molida de res magra 🎃 ½ taza de calabaza de castilla cocida en cubos 🌵 ½ taza de nopales cocidos 🍅 ½ taza de salsa de tomate natural 🧄 1 diente de ajo picado 🧅 2 cdas de cebolla 🫙 1 cdita de aceite de oliva","Sofríe ajo, cebolla y carne. Añade salsa, calabaza y nopales. Cocina hasta que espese. Sirve calientito."
223,24,Jueves,Cena,"SANDWICH TOSTADO DE JAMÓN DE PAVO Y QUESO CON PEPINITOS","🍞 2 rebanadas de pan integral 🍖 2 rebanadas de jamón de pavo bajo en sodio 🧀 1 rebanada de queso tipo manchego bajo en grasa 🥒 ½ taza de pepino en rodajas 🫙 1 cdita de mostaza (opcional)","Arma el sándwich, dóralo en sartén tapado. Acompaña con pepinitos frescos con limón."
224,24,Viernes,Desayuno,"TORTILLA DE PAPA LIGHT CON VERDURITAS","🥚 2 huevos + 1 clara 🥔 ½ taza de papa cocida en cubos pequeños 🧅 1 cda de cebolla 🫑 ¼ taza de pimiento en tiras 🫙 1 cdita de aceite de oliva","Sofríe la papa con verduritas. Agrega los huevos batidos y cocina a fuego bajo hasta que cuaje."
225,24,Viernes,Comida,"ENSALADA DE ATÚN OTOÑAL CON GARBANZOS Y ACEITUNAS","🐟 1 lata y media de atún en agua, escurrida 🫒 6 aceitunas en rodajas 🫘 ½ taza de garbanzos cocidos 🥬 1 taza de mezcla de lechugas 🍅 ¼ taza de jitomate picado 🧅 1 cda de cebolla 🫙 1 cdita de aceite de oliva + jugo de limón","Mezcla todo, sirve fresco. Puedes calentar ligeramente los garbanzos y atún si prefieres tibio. AVENA DE POSTRE CON PLÁTANO Y NUECES 🌾 1/3 taza avena cocida en agua 🍌 1/4 plátano en rodajas 🌰 1 cdita nuez picada 🌿 Canela al gusto 👉 Prepara la avena, decora con plátano, nuez y canela. Sabe a pastel caliente."
226,24,"Sábado",Desayuno,"PAN FRANCÉS LIGERO CON FRUTA DE TEM- PORADA","🍞 2 rebanada de pan integral remojada en 1 huevo batido con canela 🍎 ½ manzana o pera en rebanadas 🍯 1 cdita de miel o yogurt sin azúcar para acompañar 🫙 1 cdita de aceite de oliva o mantequilla light","Dora el pan en sartén con un poco de aceite. Sirve con frutita fresca encima y un toque de miel."
227,24,"Sábado",Comida,"SOPA CALIENTITA DE VERDURAS CON POLLO DESHEBRADO","🥕 ½ taza de zanahoria en cubos 🍠 ½ taza de chayote o calabaza 🌽 ¼ taza de granos de elote 🍗 1 3 0 gr de pollo deshebrado cocido 🧄 1 diente de ajo 🧅 1 cda de cebolla 🫙 3 tazas de agua 🧂 Sal, pimienta, orégano","Sofríe ajo y cebolla, agrega las verduras y el agua. Hierve hasta que estén suaves. Agrega el pollo y cocina 5 minutos más. Sirve calientito. 🫑 FAJITAS CLÁSICAS DE SIRLOIN CON PIMIENTOS 21 0   g sirloin en tiras ¼ taza pimiento rojo y verde ¼ taza cebolla 2 tortillas de maíz 👉 Saltea la carne con verduras y sirve en tortillas. Acompaña con salsa verde. Colaciones 11:00 - 12:00 am / 05:00 - 06:00 PM (NO REPETIR EN EL MISMO DIA) 2 veces al día entre las comidas principales, elegir de las siguientes opciones SALSA ROJA 4 tomates medianos maduros 1 cebolla blanca mediana, picada finamente 2 dientes de ajo, picados finamente 1 chile serrano o jalapeño, picado finamente (opcional, para un toque picante) 1 cucharada de aceite de oliva o vegetal Sal al gusto Pimienta al gusto Hojas de cilantro fresco picado (opcio- nal, para decorar)(Rinde 2 - 3 porciones) Medidas 1 taza (tz) = 240ml 1 cucharada (cda) = 15ml 1 cucharadita (Cdita) = 5mL Opci ó n 1 Opci ó n 2 Opci ó n 3 Opci ó n 4 🍌 Medio pl á tano con canela y almendras ½ pl á tano + 4 almendras fileteadas + espolvoreado de canela 🧊 Smoothie mini de frutos rojos ½ taza de frutos rojos + ½ taza de agua + hielos 🥭 Mango con chilito ½ taza de mango en cubos + ½ cdita de Taj í n 🥥 Coco rallado con yogurt natural ½ taza de yogurt natural bajo en grasa + 1 cucharadita de coco rallado Opci ó n 5 Opci ó n 6 Opci ó n 7 Opci ó n 8 🍉 1 taza de sand í a en cuadritos S ú per hidratante y ligera 💧 🍉 🍍 1 taza de pi ñ a en cubitos Refrescante, digestiva y dulce 🍍 ✨ 🥒 Pepinos con chilito y lim ó n 1 taza de pepino en tiras + 1 cdita de chilito en polvo + jugo de lim ó n 🍿 1 taza de palomitas naturales Hechas en aire o sart é n sin mantequilla SMOOTHIES POR LA MAÑANA en vez de desayuno o jugo s verdes para acom- pañar tu desayuno o de colacion 🥒 🍍 Jugo Verde Tropical"
228,25,Lunes,Desayuno,"TACOS DE HUEVO CON NOPALITOS Y QUESITO","🥚 2 huevos + 1 clara 🌵 ½ taza de nopales cocidos 🧀 ¼ taza de queso panela en cubitos 🌮 2 tortillas de maíz 🧂 Sal y pimienta al gusto 🫙 1 cdita de aceite de oliva","En sartén, sofríe los nopales en el aceite. Agrega los huevos batidos y cocina. Añade queso al final y mezcla. Sirve en las tortillas calientes."
229,25,Lunes,Comida,"ENSALADA TEMPLADA DE POLLO Y ACEITUNAS","🍗 1 8 0 gr de pechuga de pollo deshebrada (asada o cocida) 🫒 6 aceitunas partidas a la mitad 🍅 ½ taza de jitomate cherry 🥬 1 taza de espinaca baby o lechuga romana 🧅 ¼ taza de cebolla morada fileteada 🫙 1 cdita de aceite de oliva 🍋 Jugo de ½ limón 🌽 ¼ taza de granos de elote cocido","Mezcla todos los ingredientes y calienta ligeramente la pechuga con el elote. Agrega la mezcla tibia sobre la cama de hojas verdes y jitomate. Adereza con limón y aceite de oliva."
230,25,Lunes,Cena,"TOSTADAS DE ATÚN CON AGUACATE Y PICO DE GALLO","🐟 1 lata de atún en agua, escurrida 🥑 ¼ de aguacate 🌮 2 tostadas horneadas de maíz 🍅 ¼ taza de jitomate picado 🧅 2 cdas de cebolla 🌿 Cilantro al gusto 🍋 Limón, sal y pimienta","Mezcla el atún con el aguacate y condimenta. Haz pico de gallo (jitomate, cebolla, cilantro y limón). Sirve sobre las tostadas."
231,25,Martes,Desayuno,"MOLLETES LIGEROS CON AGUACATE Y QUESITO","🥖 1 bolillo integral partido a la mitad (sin migajón) 🥑 ¼ de aguacate 🧀 ¼ taza de queso panela rallado 🫘 3 cdas de frijoles refritos (sin grasa añadida) 🫙 1 cdita de aceite de oliva","Unta frijoles en el pan, pon el queso y calienta en sar- tén tapado. Agrega el aguacate encima al final."
232,25,Martes,Comida,"FAJITAS DE RES CON VERDURITAS Y ARROZ INTEGRAL","🥩 1 7 0 gr de carne de res magra en fajitas 🌶 ½ taza de pimiento morrón 🧅 ¼ taza de cebolla 🍚 ½ taza de arroz integral cocido 🧄 1 diente de ajo 🫙 1 cdita de aceite de oliva 🌿 Especias al gusto (orégano, comino)","Sofríe ajo, cebolla y pimientos, luego añade carne y especias. Acompaña con el arroz."
233,25,Martes,Cena,"QUESADILLAS DORADITAS DE CALABACITA Y QUESO","🌮 2 tortillas de maíz 🧀 ¼ taza de queso Oaxaca 🥒 ½ taza de calabacita rallada 🧅 1 cda de cebolla picada 🫙 1 cdita de aceite de oliva","Sofríe la calabacita y cebolla en aceite. Arma las quesadillas y dóralas en sartén."
234,25,"Miércoles",Desayuno,"CHILAQUILES LIGEROS EN SALSA ROJA CON QUESO","🌮 3 tortillas de maíz (cortadas y tostadas) 🍅 ¾ taza de salsa roja casera (jitomate, ajo, cebolla, chile guajillo) 🧀 ¼ taza de queso fresco 🧅 1 cda de cebolla picada 🫙 1 cdita de aceite de oliva","Calienta la salsa y agrega los totopos. Sirve con queso y cebolla."
235,25,"Miércoles",Comida,"TACOS DE POLLO AL PASTOR CON PIÑA","🌮 3 tortillas de maíz 🍗 1 8 0 gr de pechuga de pollo en tiras 🍍 ¼ taza de piña en cubos 🌶 Achiote o chile guajillo molido (1 cdita) 🧅 1 cda de cebolla 🌿 Cilantro 🫙 1 cdita de aceite","Marina el pollo con achiote y cocina en sartén con piña y cebolla. Sirve en tacos con cilantro."
236,25,"Miércoles",Cena,"ENFRIJOLADAS CON QUESO Y PICO DE GALLO","🌮 2 tortillas de maíz 🫘 ½ taza de frijoles cocidos y machacados 🧀 ¼ taza de queso panela 🍅 Pico de gallo al gusto 🫙 1 cdita de aceite de oliva","Calienta los frijoles, baña las tortillas y dobla. Añade queso encima y acompaña con pico. Nombre CAMERINO JOSE GOMEZ"
237,25,Jueves,Desayuno,"HUEVOS A LA MEXICANA CON TORTILLITAS","🥚 2 huevos + 1 clara 🍅 ¼ taza de jitomate picado 🧅 2 cdas de cebolla 🌶 1 cda de chile serrano (opcional) 🌮 2 tortillas de maíz 🫙 1 cdita de aceite de oliva 🧂 Sal al gusto","Sofríe jitomate, cebolla y chile. Añade los huevos batidos y cocina. Sirve con tortillas calientitas."
238,25,Jueves,Comida,"GUISADO DE CALABAZA CON CARNE MOLIDA Y NOPALES","🥩 1 7 0 gr de carne molida de res magra 🎃 ½ taza de calabaza de castilla cocida en cubos 🌵 ½ taza de nopales cocidos 🍅 ½ taza de salsa de tomate natural 🧄 1 diente de ajo picado 🧅 2 cdas de cebolla 🫙 1 cdita de aceite de oliva","Sofríe ajo, cebolla y carne. Añade salsa, calabaza y nopales. Cocina hasta que espese. Sirve calientito."
239,25,Jueves,Cena,"SANDWICH TOSTADO DE JAMÓN DE PAVO Y QUESO CON PEPINITOS","🍞 2 rebanadas de pan integral 🍖 2 rebanadas de jamón de pavo bajo en sodio 🧀 1 rebanada de queso tipo manchego bajo en grasa 🥒 ½ taza de pepino en rodajas 🫙 1 cdita de mostaza (opcional)","Arma el sándwich, dóralo en sartén tapado. Acompaña con pepinitos frescos con limón."
240,25,Viernes,Desayuno,"TORTILLA DE PAPA LIGHT CON VERDURITAS","🥚 2 huevos + 1 clara 🥔 ½ taza de papa cocida en cubos pequeños 🧅 1 cda de cebolla 🫑 ¼ taza de pimiento en tiras 🫙 1 cdita de aceite de oliva","Sofríe la papa con verduritas. Agrega los huevos batidos y cocina a fuego bajo hasta que cuaje."
241,25,Viernes,Comida,"ENSALADA DE ATÚN OTOÑAL CON GARBANZOS Y ACEITUNAS","🐟 1 lata y media de atún en agua, escurrida 🫒 6 aceitunas en rodajas 🫘 ½ taza de garbanzos cocidos 🥬 1 taza de mezcla de lechugas 🍅 ¼ taza de jitomate picado 🧅 1 cda de cebolla 🫙 1 cdita de aceite de oliva + jugo de limón","Mezcla todo, sirve fresco. Puedes calentar ligeramente los garbanzos y atún si prefieres tibio. AVENA DE POSTRE CON PLÁTANO Y NUECES 🌾 1/3 taza avena cocida en agua 🍌 1/4 plátano en rodajas 🌰 1 cdita nuez picada 🌿 Canela al gusto 👉 Prepara la avena, decora con plátano, nuez y canela. Sabe a pastel caliente."
242,25,"Sábado",Desayuno,"PAN FRANCÉS LIGERO CON FRUTA DE TEM- PORADA","🍞 2 rebanada de pan integral remojada en 1 huevo batido con canela 🍎 ½ manzana o pera en rebanadas 🍯 1 cdita de miel o yogurt sin azúcar para acompañar 🫙 1 cdita de aceite de oliva o mantequilla light","Dora el pan en sartén con un poco de aceite. Sirve con frutita fresca encima y un toque de miel."
243,25,"Sábado",Comida,"SOPA CALIENTITA DE VERDURAS CON POLLO DESHEBRADO","🥕 ½ taza de zanahoria en cubos 🍠 ½ taza de chayote o calabaza 🌽 ¼ taza de granos de elote 🍗 1 3 0 gr de pollo deshebrado cocido 🧄 1 diente de ajo 🧅 1 cda de cebolla 🫙 3 tazas de agua 🧂 Sal, pimienta, orégano","Sofríe ajo y cebolla, agrega las verduras y el agua. Hierve hasta que estén suaves. Agrega el pollo y cocina 5 minutos más. Sirve calientito. 🫑 FAJITAS CLÁSICAS DE SIRLOIN CON PIMIENTOS 21 0   g sirloin en tiras ¼ taza pimiento rojo y verde ¼ taza cebolla 2 tortillas de maíz 👉 Saltea la carne con verduras y sirve en tortillas. Acompaña con salsa verde. Colaciones 11:00 - 12:00 am / 05:00 - 06:00 PM (NO REPETIR EN EL MISMO DIA) 2 veces al día entre las comidas principales, elegir de las siguientes opciones SALSA ROJA 4 tomates medianos maduros 1 cebolla blanca mediana, picada finamente 2 dientes de ajo, picados finamente 1 chile serrano o jalapeño, picado finamente (opcional, para un toque picante) 1 cucharada de aceite de oliva o vegetal Sal al gusto Pimienta al gusto Hojas de cilantro fresco picado (opcio- nal, para decorar)(Rinde 2 - 3 porciones) Medidas 1 taza (tz) = 240ml 1 cucharada (cda) = 15ml 1 cucharadita (Cdita) = 5mL Opci ó n 1 Opci ó n 2 Opci ó n 3 Opci ó n 4 🍌 Medio pl á tano con canela y almendras ½ pl á tano + 4 almendras fileteadas + espolvoreado de canela 🧊 Smoothie mini de frutos rojos ½ taza de frutos rojos + ½ taza de agua + hielos 🥭 Mango con chilito ½ taza de mango en cubos + ½ cdita de Taj í n 🥥 Coco rallado con yogurt natural ½ taza de yogurt natural bajo en grasa + 1 cucharadita de coco rallado Opci ó n 5 Opci ó n 6 Opci ó n 7 Opci ó n 8 🍉 1 taza de sand í a en cuadritos S ú per hidratante y ligera 💧 🍉 🍍 1 taza de pi ñ a en cubitos Refrescante, digestiva y dulce 🍍 ✨ 🥒 Pepinos con chilito y lim ó n 1 taza de pepino en tiras + 1 cdita de chilito en polvo + jugo de lim ó n 🍿 1 taza de palomitas naturales Hechas en aire o sart é n sin mantequilla SMOOTHIES POR LA MAÑANA en vez de desayuno o jugo s verdes para acom- pañar tu desayuno o de colacion 🥒 🍍 Jugo Verde Tropical"
244,26,Lunes,Desayuno,"TACOS DE HUEVO CON NOPALITOS Y QUESITO","🥚 2 huevos + 1 clara 🌵 ½ taza de nopales cocidos 🧀 ¼ taza de queso panela en cubitos 🌮 2 tortillas de maíz 🧂 Sal y pimienta al gusto 🫙 1 cdita de aceite de oliva","En sartén, sofríe los nopales en el aceite. Agrega los huevos batidos y cocina. Añade queso al final y mezcla. Sirve en las tortillas calientes."
245,26,Lunes,Comida,"ENSALADA TEMPLADA DE POLLO Y ACEITUNAS","🍗 1 8 0 gr de pechuga de pollo deshebrada (asada o cocida) 🫒 6 aceitunas partidas a la mitad 🍅 ½ taza de jitomate cherry 🥬 1 taza de espinaca baby o lechuga romana 🧅 ¼ taza de cebolla morada fileteada 🫙 1 cdita de aceite de oliva 🍋 Jugo de ½ limón 🌽 ¼ taza de granos de elote cocido","Mezcla todos los ingredientes y calienta ligeramente la pechuga con el elote. Agrega la mezcla tibia sobre la cama de hojas verdes y jitomate. Adereza con limón y aceite de oliva."
246,26,Lunes,Cena,"TOSTADAS DE ATÚN CON AGUACATE Y PICO DE GALLO","🐟 1 lata de atún en agua, escurrida 🥑 ¼ de aguacate 🌮 2 tostadas horneadas de maíz 🍅 ¼ taza de jitomate picado 🧅 2 cdas de cebolla 🌿 Cilantro al gusto 🍋 Limón, sal y pimienta","Mezcla el atún con el aguacate y condimenta. Haz pico de gallo (jitomate, cebolla, cilantro y limón). Sirve sobre las tostadas."
247,26,Martes,Desayuno,"MOLLETES LIGEROS CON AGUACATE Y QUESITO","🥖 1 bolillo integral partido a la mitad (sin migajón) 🥑 ¼ de aguacate 🧀 ¼ taza de queso panela rallado 🫘 3 cdas de frijoles refritos (sin grasa añadida) 🫙 1 cdita de aceite de oliva","Unta frijoles en el pan, pon el queso y calienta en sar- tén tapado. Agrega el aguacate encima al final."
248,26,Martes,Comida,"FAJITAS DE RES CON VERDURITAS Y ARROZ INTEGRAL","🥩 1 7 0 gr de carne de res magra en fajitas 🌶 ½ taza de pimiento morrón 🧅 ¼ taza de cebolla 🍚 ½ taza de arroz integral cocido 🧄 1 diente de ajo 🫙 1 cdita de aceite de oliva 🌿 Especias al gusto (orégano, comino)","Sofríe ajo, cebolla y pimientos, luego añade carne y especias. Acompaña con el arroz."
249,26,Martes,Cena,"QUESADILLAS DORADITAS DE CALABACITA Y QUESO","🌮 2 tortillas de maíz 🧀 ¼ taza de queso Oaxaca 🥒 ½ taza de calabacita rallada 🧅 1 cda de cebolla picada 🫙 1 cdita de aceite de oliva","Sofríe la calabacita y cebolla en aceite. Arma las quesadillas y dóralas en sartén."
250,26,"Miércoles",Desayuno,"CHILAQUILES LIGEROS EN SALSA ROJA CON QUESO","🌮 3 tortillas de maíz (cortadas y tostadas) 🍅 ¾ taza de salsa roja casera (jitomate, ajo, cebolla, chile guajillo) 🧀 ¼ taza de queso fresco 🧅 1 cda de cebolla picada 🫙 1 cdita de aceite de oliva","Calienta la salsa y agrega los totopos. Sirve con queso y cebolla."
251,26,"Miércoles",Comida,"TACOS DE POLLO AL PASTOR CON PIÑA","🌮 3 tortillas de maíz 🍗 1 8 0 gr de pechuga de pollo en tiras 🍍 ¼ taza de piña en cubos 🌶 Achiote o chile guajillo molido (1 cdita) 🧅 1 cda de cebolla 🌿 Cilantro 🫙 1 cdita de aceite","Marina el pollo con achiote y cocina en sartén con piña y cebolla. Sirve en tacos con cilantro."
252,26,"Miércoles",Cena,"ENFRIJOLADAS CON QUESO Y PICO DE GALLO","🌮 2 tortillas de maíz 🫘 ½ taza de frijoles cocidos y machacados 🧀 ¼ taza de queso panela 🍅 Pico de gallo al gusto 🫙 1 cdita de aceite de oliva","Calienta los frijoles, baña las tortillas y dobla. Añade queso encima y acompaña con pico. Nombre CAMERINO JOSE GOMEZ"
253,26,Jueves,Desayuno,"HUEVOS A LA MEXICANA CON TORTILLITAS","🥚 2 huevos + 1 clara 🍅 ¼ taza de jitomate picado 🧅 2 cdas de cebolla 🌶 1 cda de chile serrano (opcional) 🌮 2 tortillas de maíz 🫙 1 cdita de aceite de oliva 🧂 Sal al gusto","Sofríe jitomate, cebolla y chile. Añade los huevos batidos y cocina. Sirve con tortillas calientitas."
254,26,Jueves,Comida,"GUISADO DE CALABAZA CON CARNE MOLIDA Y NOPALES","🥩 1 7 0 gr de carne molida de res magra 🎃 ½ taza de calabaza de castilla cocida en cubos 🌵 ½ taza de nopales cocidos 🍅 ½ taza de salsa de tomate natural 🧄 1 diente de ajo picado 🧅 2 cdas de cebolla 🫙 1 cdita de aceite de oliva","Sofríe ajo, cebolla y carne. Añade salsa, calabaza y nopales. Cocina hasta que espese. Sirve calientito."
255,26,Jueves,Cena,"SANDWICH TOSTADO DE JAMÓN DE PAVO Y QUESO CON PEPINITOS","🍞 2 rebanadas de pan integral 🍖 2 rebanadas de jamón de pavo bajo en sodio 🧀 1 rebanada de queso tipo manchego bajo en grasa 🥒 ½ taza de pepino en rodajas 🫙 1 cdita de mostaza (opcional)","Arma el sándwich, dóralo en sartén tapado. Acompaña con pepinitos frescos con limón."
256,26,Viernes,Desayuno,"TORTILLA DE PAPA LIGHT CON VERDURITAS","🥚 2 huevos + 1 clara 🥔 ½ taza de papa cocida en cubos pequeños 🧅 1 cda de cebolla 🫑 ¼ taza de pimiento en tiras 🫙 1 cdita de aceite de oliva","Sofríe la papa con verduritas. Agrega los huevos batidos y cocina a fuego bajo hasta que cuaje."
